AUTHOR,TITLE,SCORE
老雕,MBA教不了的创富课,9.0
美国纽约摄影学院,美国纽约摄影学院摄影教材（下）,9.0
"(日)梦野久作,(日)小栗虫太...",日本四大推理奇书（套装共4册）,9.0
严歌苓,小姨多鹤,8.5
田余庆,东晋门阀政治,8.5
[美] 安·兰德,源泉,8.5
"[美]大卫•波德维尔,[美]克...",世界电影史（影印第2版）,8.5
(美)悉德·菲尔德,电影剧本写作基础（修订版）,8.5
"蘭陵笑笑生 原著,梅節 校注",金瓶梅詞話,8.5
Mary Wood Corno...,Merriam-Webster's Vocabulary Builder,8.5
[英] 史蒂芬·霍金,果壳中的宇宙,8.5
(印)拉克什曼,Linux Shell脚本攻略,8.5
"布赖恩·伯勒,约翰·希利亚尔",门口的野蛮人,8.5
彼得•D•希夫 (Peter•...,经济为什么会崩溃,8.5
[法] 古斯塔夫·勒庞(Gus...,乌合之众,8.5
[英] Dafydd Stut...,黑客攻防技术宝典（第2版）,8.5
拉姆•查兰 (Ram Char...,领导梯队,8.5
朱光潜,给青年的十二封信·谈修养,8.5
林达,带一本书去巴黎,8.5
杨绛,洗澡,8.5
（美）威廉·曼彻斯特,光荣与梦想（全四册）,8.5
[英]罗杰·克劳利,财富之城,8.5
孙晓,英雄志（全三册）,8.5
F.Scott Fitzger...,The Great Gatsby,8.9
[美] 威廉·庞德斯通,无价,8.9
"岸见一郎,古贺史健",被讨厌的勇气,8.9
[美] 莉丝·默里,风雨哈佛路,8.9
[美] J.D.塞林格,九故事,8.9
[日] 村上春树,我的职业是小说家,8.9
肖 (Zed A.Shaw),"""笨办法""学Python",8.9
"冯友兰 李泽厚 等著,骆玉明 ...",魏晋风度二十讲,8.9
茅于轼,生活中的经济学,8.9
英国托马斯-尼尔森公司 编,西方家庭学校经典教材读本·英国语文（套装共6册）,8.9
冯友兰,中国哲学简史,8.9
流沙河,白鱼解字,8.9
尹建莉,好妈妈胜过好老师,8.9
钱穆,论语新解,8.9
圣严法师,学佛三书（共3册）,8.9
(日)芥川龙之介,芥川龙之介全集（全五册）,8.9
C. S. Lewis,纳尼亚传奇 The Chronicles of Narnia Movie Tie...,8.9
[美]亨利·基辛格,世界秩序,8.9
（英）阿兰·德波顿,爱情笔记,8.9
[美] 德内拉•梅多斯,系统之美,8.9
张五常,经济解释,9.1
赖世雄,赖世雄教你学英语语法（上下）,9.1
[奥] 维克多·弗兰克,活出意义来,9.1
南派三叔,藏海花,9.1
Peter Harringto...,机器学习实战,9.1
李笑来,把时间当作朋友,9.1
[美] 沃尔特·艾萨克森,史蒂夫·乔布斯传（修订版）,9.1
迟子建,世界上所有的夜晚,9.1
康德,纯粹理性批判,9.1
高晓松,鱼羊野史(1-6卷)(套装共6册),9.1
"[美] 阿黛尔•法伯,[美] ...",如何说孩子才会听 怎么听孩子才肯说（精华版）,9.1
Paul Barry,深入浅出Python（影印版）,9.1
侧侧轻寒,簪中录,9.1
W.S.毛姆,面纱,9.1
[英] 乔治·奥威尔,一九八四,9.1
时寒冰,时寒冰说：未来二十年，经济大趋势（未来篇）,9.1
刘瑜,民主的细节,9.1
[德] 帕·聚斯金德,香水,9.1
武志红,为何家会伤人,9.1
刘畅,搭车去柏林,9.1
[意大利] 伊塔洛·卡尔维诺,如果在冬夜，一个旅人,8.7
（奥）斯蒂芬·茨威格,昨日的世界,8.7
北岛,北岛诗选,8.7
傅雷,傅雷家书,8.7
[美] 菲尔·奈特,鞋狗,8.7
司汤达,红与黑,8.7
George Orwell,1984,8.7
[奥]卡夫卡,卡夫卡文集,8.7
【台湾】高阳,慈禧全传（六卷八册）,8.7
[美] 汉娜·阿伦特,极权主义的起源,8.7
汪曾祺,生活，是很好玩的,8.7
湊佳苗,告白,8.7
[阿根廷] 博尔赫斯,博尔赫斯文集,8.7
安倍夜郎,深夜食堂 07,8.7
《中国自助游》编辑部 编著,中国自助游,8.7
[英] 阿兰·德波顿,身份的焦虑,8.7
张满胜,英语语法新思维高级教程,8.7
[美] 苏珊·桑塔格,论摄影,8.7
David Flanagan,JavaScript权威指南(第6版),8.7
吴军,智能时代,8.7
[法] 萨特,存在与虚无,8.7
史蒂芬·平克 (Steven ...,思想本质,8.7
[英]艾瑞克•霍布斯鲍姆,极端的年代：1914～1991,8.7
（美）奥格威,一个广告人的自白,8.7
加缪,加缪全集 （小说卷）,8.7
[英] 奈吉尔·巴利,天真的人类学家,8.7
高木直子,一个人住的每一天,8.7
[奥] 斯台芬·茨威格,一个陌生女人的来信,8.7
王安忆,长恨歌,8.7
Thomas H.Cormen...,算法导论（原书第3版）,8.7
刘墉,你不可不知的人性（全二册）,8.7
謎男（Mystery）,把妹達人之謎男方法,8.7
王朔,动物凶猛,8.7
蒋勋,蒋勋说宋词,8.7
老猪,紫川（全五册）,8.7
（美）艾伦・加纳,谈话的力量,8.7
顾准,顾准文集,8.7
"Van Draanen, We...",Flipped,8.7
季凯帆,解读基金,8.7
唐鲁孙,唐鲁孙作品（六卷精华版）,8.7
龙应台,野火集,8.8
"沈从文,黄永玉 卓雅 插图.",边城,8.8
[美] 谢利·卡根,死亡哲学：耶鲁大学第一公开课,8.8
[意大利] 伊塔洛•卡尔维诺,宇宙奇趣全集,8.8
[日] 臼井仪人,蜡笔小新（全32册）,8.8
周国平,灵魂只能独行,8.8
[哥伦比亚] 加西亚·马尔克斯,一桩事先张扬的凶杀案,8.8
Tango,睡不着：Tango一日一画,8.8
蓝云舒,大唐明月1·风起长安,8.8
Walter Isaacson,Steve Jobs,8.8
雷达,近30年中国中篇小说精粹,8.8
木心,云雀叫了一整天,8.8
野夫,尘世·挽歌,8.8
费孝通,乡土中国,9.2
曾国藩,曾文正公集（套装共2册）,9.2
[日] 安倍夜郎,深夜食堂 08,9.2
大仲马,基督山伯爵,9.2
"[美] 彼得·林奇,约翰·罗瑟...",彼得·林奇的成功投资,9.2
（美）理查德·耶茨,十一种孤独,9.2
幾米 绘,我的错都是大人的错,9.2
[英] 霭理士,性心理学,8.8
[意] 翁贝托·埃科,玫瑰的名字,8.8
九夜茴,匆匆那年,8.8
[美] 丹尼尔·凯斯,24个比利,8.8
陀思妥耶夫斯基 (Dostoe...,罪与罚,8.8
[美] 徐中約,中國近代史（上冊）,8.8
Nien Cheng,Life and Death in Shanghai,8.8
严歌苓,第九个寡妇,9.2
安德鲁·罗斯·索尔金,大而不倒,9.2
李娟,我的阿勒泰,9.2
彼得·圣吉,第五项修炼,9.2
[英] 彼得·弗兰科潘,丝绸之路,9.2
(美)马丁·加德纳(Marti...,从惊讶到思考,9.2
"[美] 罗伊·鲍迈斯特,[美]...",意志力,9.2
[美] G. 波利亚,怎样解题,9.2
[英] 吉米·哈利,万物既聪慧又奇妙,9.2
林海音,城南旧事,9.2
[美] 托马斯·索威尔,美国种族简史,9.2
梁文道,味道·味觉现象,9.2
齐邦媛,巨流河,9.2
郭凯,王二的经济学故事,8.3
[德]克里斯蒂安•葛朗宁,快速阅读,8.3
W·B·叶芝,叶芝诗集,8.3
拉兹洛·博克,重新定义团队：谷歌如何工作,8.3
[美] 弗雷德里克·布鲁克斯,人月神话,8.3
斯科特•菲茨杰拉德 (Fran...,了不起的盖茨比,8.3
[英] 詹姆斯·乔治·弗雷泽 ...,金枝,8.3
林语堂,苏东坡传,8.3
流潋紫,后宫·甄嬛传（套装共6册）,8.3
(美)萨伯,洞穴奇案,8.3
(日)冈田武彦,王阳明大传：知行合一的心学智慧（全三册）,8.3
(爱尔兰) 乔伊斯,尤利西斯,8.3
[美] 史蒂夫·迈克康奈尔,代码大全（第2版）,8.3
Steven Levy,黑客,8.3
林语堂,吾国与吾民,8.3
[俄] 列夫·托尔斯泰,战争与和平（全四册）,8.3
〔日〕冈仓天心（Kakuzo ...,茶之书,8.3
梁漱溟,中国文化要义,8.3
梁实秋,雅舍谈吃,8.3
武志红,感谢自己的不完美,8.3
[美] 桑德Warren Sa...,与孩子一起学编程,8.3
陈丹青,纽约琐记（修订版）,8.3
[美] 雷蒙德·钱德勒,漫长的告别,8.3
常书欣,余罪2,8.3
"曹雪芹,脂砚斋",脂砚斋评石头记（上下册）,8.3
冯友兰,中国哲学简史,8.3
S.A.阿列克谢耶维奇,我不知道该说什么，关于死亡还是爱情,8.3
刘亮程,一个人的村庄,8.3
[奥] 罗伯特·穆齐尔,没有个性的人,8.3
Roger Lowenstei...,巴菲特传,8.3
"M. Neil Browne,...",Asking the Right Questions,8.3
(法)阿尔贝·加缪,局外人,8.3
斌卡,一平米健身：硬派健身,8.3
[智利] 罗贝托·波拉尼奥,2666,8.3
"Brian Goetz,Tim...",Java并发编程实战,8.3
南怀瑾,易经杂说,8.3
埃德温•勒菲弗 (Edwin ...,股票大作手回忆录,8.3
阿尔弗雷德·阿德勒,自卑与超越,8.3
岳南,南渡北歸 (3冊合售),8.3
[英] 吉米·哈利,万物有灵且美,8.3
史帝芬．品克 (Steven ...,心智探奇,9.2
盐野七生,罗马人的故事3,9.2
埃里希·弗罗姆,逃避自由,9.2
[英] J.R.R.托尔金,霍比特人,9.2
[日] 新海诚,秒速五厘米,9.2
严歌苓,扶桑,9.2
"[晉] 郭璞傳,廣陵書社 編",山海經,9.2
陈江挺,炒股的智慧,9.2
[美] 安东尼·多尔,所有我们看不见的光,9.2
豆豆,遥远的救世主,9.2
"何其莘,（英）亚历山大",新概念英语（2）,9.2
薛兆丰,经济学通识,9.2
桐华,那些回不去的年少时光,9.2
今何在,悟空传,9.2
乔治J・萨黑斯,逻辑推理新趣题,9.2
陈忠实,白鹿原,9.2
Sheldon Axler,线性代数应该这样学,9.2
[英国] 奥斯卡·王尔德,自深深处,9.2
徐泓,不要因为走得太远而忘记为什么出发,9.2
[德] 叔本华,作为意志和表象的世界,8.9
[日] 村上春树,挪威的森林,8.9
蒂姆·科勒,价值评估,8.9
【美】 希区柯克,希区柯克悬念故事全集,8.9
"[美] 兰迪·拉森,[美] 戴...",人格心理学,8.9
张五常,经济解释,8.9
[日] 东野圭吾,新参者,8.9
[美] 威廉·E.布隆代尔,《华尔街日报》是如何讲故事的,8.4
International B...,Holy Bible Chinese,8.4
宋劲杉,Linux C编程一站式学习,8.4
龙应台,野火集,8.4
(日)星新一,1分钟小说选,8.4
[法] 普鲁斯特,追忆似水年华,8.4
[美] 陶涵,蒋介石与现代中国,9.2
时寒冰,时寒冰说：未来二十年，经济大趋势（现实篇）,8.9
安倍夜郎,深夜食堂 10,8.9
[澳] 考琳·麦卡洛,荆棘鸟,8.9
亚伯拉罕·马斯洛 (Abrah...,动机与人格,8.9
"[法] 西尔维娜·多尼奥 著,...",我想吃一个小孩,8.9
安倍夜郎,深夜食堂  11,8.9
[奥]西格蒙德·弗洛伊德,精神分析引论,8.9
熊召政,张居正（全四册）,8.9
[俄] 列夫·托尔斯泰,战争与和平（上下）,8.4
熊逸,春秋大义,8.4
（美）夏伊勒（Shirer W...,第三帝国的兴亡（全三册）,8.4
都梁,亮剑,8.4
Bill Bryson,A Short History of Nearly Everything,8.4
顾爷,小顾聊绘画·贰,8.4
[日] 川端康成,伊豆的舞女,8.4
迈克尔·刘易斯,说谎者的扑克牌,8.4
"[美] 艾·里斯,杰克·特劳特",定位,8.3
雷米,心理罪,8.3
[英国] 特里·伊格尔顿,人生的意义,8.3
[英] 奥斯丁,傲慢与偏见,8.3
[美] 海明威,流动的盛宴,8.3
周其仁,货币的教训,8.3
[英] Ben Forta,MySQL必知必会,8.3
[英] 奥斯丁,傲慢与偏见,8.9
高木直子,一個人住第5年,8.9
（美）欧奈尔,笑傲股市,8.9
高木直子,一个人旅行2,8.9
（美）布罗茨基，（美）博林翰,街头生意经,8.9
阿诺德.J.汤因比,国际事务概览.第二次世界大战（全11卷）,8.4
白岩松,幸福了吗?,8.4
"[英] 山姆·麦克布雷尼 文,...",猜猜我有多爱你,8.4
黄晓阳,二号首长2,8.4
比尔斯,默克家庭诊疗手册,8.4
Stanley B. Lipp...,C++ Primer,8.4
"[晉] 陈寿 (撰),[宋] ...",三国志,8.3
[法] 托克维尔,旧制度与大革命,8.3
萧红,呼兰河传,8.3
[俄] 列夫·托尔斯泰,安娜·卡列尼娜,8.3
[日] 岛田庄司,占星术杀人魔法,8.3
钱钟书,围城,8.3
路遥,人生,8.3
李光耀 口述；[美]格雷厄姆•...,李光耀论中国与世界,8.3
[日] 东野圭吾,怪笑小说,8.3
汪曾祺,受戒,8.3
山冈庄八,德川家康全集（套装全13册）,8.3
[英] 道格拉斯·亚当斯,宇宙尽头的餐馆,8.3
Ash Maurya,精益创业实战,8.3
[美] 伯顿·麦基尔,漫步华尔街,8.2
Nien Cheng,Life & Death in Shanghai,8.2
马塞尔·普鲁斯特,追忆似水年华（第二卷）,8.2
梁启超,李鸿章传,8.2
"（英）罗纳德·哈里·科斯,王宁",变革中国,8.2
"吴楚材,吴调侯",古文观止,8.2
蒋争,英语词汇的奥秘,8.2
鲁思·本尼迪克特,菊与刀(插图评注版）,8.2
吕思勉,中国通史,8.2
"（美）里索,（美）赫德森",九型人格,8.2
[日] 岩井俊二,情书,8.2
博多·舍费尔,财务自由之路,8.2
葛传椝,葛传椝英语写作,8.2
张满胜,英语语法新思维初级教程,9.1
余华,在细雨中呼喊,9.1
本尼迪克特·安德森,想象的共同体,9.1
[日] 安倍夜郎,深夜食堂 06,9.1
毛泽东,毛泽东选集 第一卷,9.1
"Joan Pinkham,姜桂...",中式英语之鉴,9.1
安倍夜郎,深夜食堂 09,8.2
[美] 艾萨克·阿西莫夫,神们自己,8.2
顾森,思考的乐趣,8.2
[美] 斯塔夫里阿诺斯,全球通史（第7版 上册）,8.2
北岛,时间的玫瑰,8.2
[英] 威廉·萨默塞特·毛姆,寻欢作乐,8.2
张爱玲,红玫瑰与白玫瑰,8.2
猫腻,间客,9.1
朱庆育,民法总论,9.1
斯蒂芬 A.罗斯,公司理财,9.1
[澳] 格里高利·大卫·罗伯兹,项塔兰,9.1
〔印度〕克里希那穆提著,生命之书,9.1
陈儒,Python源码剖析,9.1
[美]肯•威尔伯,恩宠与勇气：超越死亡,9.1
TOBY SEGARAN,集体智慧编程,9.1
书海沧生,十年一品温如言,9.1
"[美] 米尔顿·弗里德曼,罗丝...",自由选择,9.1
[美] 鲍勃·迪伦,像一块滚石,9.1
[挪] 乔斯坦·贾德,苏菲的世界,9.1
木心,诗经演,9.1
(美)赫伯特·马尔库塞,单向度的人,9.1
仐三,我当道士那些年1,8.6
江南,九州·缥缈录,8.6
俞敏洪,GRE词汇精选,8.6
Mortimer J. Adl...,How to Read a Book,8.6
拉斯·特维德,逃不开的经济周期,8.6
亦舒,喜宝,8.6
[德] 马丁·海德格尔,存在与时间,8.6
(奥)卡夫卡,卡夫卡短篇小说全集,8.6
[美] 简•麦戈尼格尔（Jan...,游戏改变世界,8.6
"William Strunk,...",The Elements of Style,8.6
顾诚,南明史,8.6
八月长安,暗恋·橘生淮南,8.6
《朱镕基答记者问》编辑组 编,朱镕基答记者问,8.6
王小波,白银时代,8.6
盖瑞·查普曼,爱的五种语言,8.7
还珠楼主,蜀山剑侠传,8.7
"任东来,陈伟,白雪峰",美国宪政历程,8.7
朱光潜,谈美,8.7
[美] 丹·艾瑞里,怪诞行为学,8.7
今何在,悟空传,8.7
李欣频,十四堂人生创意课,8.6
多米尼克•奥布莱恩 (O'Be...,我最想要的记忆魔法书,8.6
埃里克•杰克逊,支付战争,8.6
林达,我也有一个梦想,8.6
张岱,夜航船,8.6
吴承恩,西游记（全二册）,8.6
罗杰·伊伯特,伟大的电影,8.7
[美] 威廉·德雷谢维奇,优秀的绵羊,8.7
李笑来,把时间当作朋友,8.7
(日) 安房直子,风与树的歌,8.7
[日] 村上春树,海边的卡夫卡,8.7
乔纳森·卡勒,文学理论入门-牛津通识读本,8.7
太宰治,人间失格,8.7
李娟,阿勒泰的角落,8.7
（德）黑格尔,小逻辑,8.7
Steve Summit,你必须知道的495个C语言问题,8.7
Kevin Kelly,Out of Control,8.7
[瑞典] 斯蒂格·拉森,直捣蜂窝的女孩,8.7
张宏杰,饥饿的盛世,8.7
[美]卡尔·纽波特,优秀到不能被忽视,8.7
[美] 孔飞力,叫魂,8.9
[奥]埃尔温·薛定谔,生命是什么,8.9
[美]Robert C. Ma...,代码整洁之道,8.9
木心,即兴判断,8.9
项目管理协会 (Project...,项目管理知识体系指南,8.9
阿城,常识与通识,8.9
德斯蒙德·莫利斯,裸猿,8.9
冯仑,野蛮生长,8.9
[英]苏珊·伍德福德(Susa...,剑桥艺术史：古希腊罗马艺术,8.9
Keith E.Stanovi...,与“众”不同的心理学,8.9
（法）莫迪亚诺（Modiano...,暗店街,8.9
"冯梦龙,蔡元放",东周列国志,8.9
"劳伦C•邓普顿,斯科特•菲利普...",邓普顿教你逆向投资,8.9
[美] 奥德丽·尼芬格,时间旅行者的妻子,8.9
"海子,西川 编",海子诗全编,8.9
傅雷,世界美术名作二十讲,8.9
"[清] 蒲松龄 著,朱其铠 等...",全本新注聊斋志异（全三册）,8.9
[日] 乙一,ZOO,8.9
[德] 尼采,查拉图斯特拉如是说,8.9
金克木,书读完了,8.9
[英] Giles Colbo...,简约至上,8.4
[加] Simon Hayki...,神经网络与机器学习（原书第3版）,8.4
齊邦媛,巨流河,8.4
(法)托克维尔,论美国的民主,8.4
珍·罗伯兹,个人实相的本质,8.4
欧亨利,欧亨利短篇小说集,8.4
(美)阿尔弗雷德·C.金赛,金赛性学报告,8.4
杨伯峻,春秋左传注（全四册）,8.4
老子,老子今注今译,8.4
余秀华,月光落在左手上,8.4
盐野七生,罗马人的故事5,8.4
桐华,长相思,8.4
谭伯牛,战天京,8.4
[美] 丹尼斯·勒翰,夜色人生,8.4
[日] 村上春树,1Q84 BOOK 1,8.4
俞敏洪,考研英语词汇词根+联想记忆法-乱序版,8.4
N. Gregory Mank...,Principles of Economics,8.4
[美] 卡勒德·胡赛尼,追风筝的人,8.4
王小波,青铜时代,8.4
[捷克] 米兰·昆德拉,生活在别处,8.4
[英] 罗素,幸福之路,8.8
（法）罗曼·罗兰,约翰·克利斯朵夫,8.8
武志红,身体知道答案,8.8
罗伯特·清崎,富爸爸财务自由之路,8.8
卢梭,社会契约论,8.8
[美] Donald E. K...,计算机程序设计艺术（第1卷）,8.8
[法] 圣·埃克苏佩里,小王子,8.8
汪曾祺,岁朝清供,8.8
龙应台,这个动荡的世界,8.8
[美] M·斯科特·派克,少有人走的路,8.8
[英] 西蒙·詹金斯（Simo...,英格兰简史,8.8
[英国]罗斯玛丽·兰伯特,剑桥艺术史：20世纪艺术,8.8
刘义庆,世说新语,8.8
藤萍,吉祥纹莲花楼（完美典藏版）,8.8
[意] 保罗·乔尔达诺,质数的孤独,8.8
森見登美彥,春宵苦短，少女前進吧！,8.8
塞林格,麦田里的守望者,8.8
[日] 梦枕貘,阴阳师,8.8
[美] 吉姆·柯林斯,从优秀到卓越,8.8
（美）罗兰・斯特龙伯格,西方现代思想史,8.8
聂鲁达,二十首情诗与绝望的歌,8.7
[法]马克•李维,生命里最美好的春天,8.7
（土耳其）爱诗乐·沛克,忧伤的时候，到厨房去,8.7
安徒生,安徒生童话故事全集（全四册）,8.7
[日] 京极夏彦,姑获鸟之夏,8.7
司马迁,史记,8.7
（美）费思,海龟交易法则,8.7
[德] 本哈德·施林克,朗读者,8.7
田英章,田英章硬笔楷书标准教程,8.7
(塞尔维亚)米洛拉德·帕维奇,哈扎尔辞典（阳本）,8.7
迟子建,额尔古纳河右岸,8.7
吴翰清,白帽子讲Web安全,8.7
[英] 亚当·斯密,国富论,8.7
柏杨,中国人史纲（上中下）,8.7
（俄）陀思妥耶夫斯基,卡拉马佐夫兄弟（上下）,8.7
[英] 吉米·哈利,万物刹那又永恒,8.7
阎真,沧浪之水,8.7
周令瑜,别以为你懂孩子的心,8.7
[印度] 泰戈尔,飞鸟集,8.7
村上春树,奇鸟行状录,8.7
[加拿大] 简·雅各布斯,美国大城市的死与生（纪念版）,8.7
(日)村上春树,国境以南 太阳以西,8.7
熊培云,自由在高处,8.7
【德】朱莉娅·恩德斯,肠子的小心思,8.7
"[美] 加来道雄（Kaku, ...",超越时空,8.7
朱迪斯·M·本内特(Judit...,欧洲中世纪史,8.7
Ashlee Vance,Elon Musk,8.7
[意] 翁贝托·艾柯,美的历史,8.7
余华,活着,8.7
林达,总统是靠不住的,8.7
张鸣,重说中国近代史,8.7
[英] 柏瑞尔·马卡姆,夜航西飞,8.7
[英] 亚瑟·柯南道尔,福尔摩斯探案全集（全6册）,8.7
"David Beazley,B...",Python Cookbook,9.5
菠萝,癌症·真相：医生也在读,9.5
[法]克洛德·列维-斯特劳斯,忧郁的热带,9.5
蒋廷黻,中国近代史,9.5
菲利普.A.费舍,怎样选择成长股,9.5
黄成明 （@数据化管理）,数据化管理：洞悉零售及电子商务运营,9.5
